"alleleFreq_SV","htsp_trunc","htsp_point","Assigned"
0.1441,1,0,"MT-H"
0.0777,0,1,"MT-H"
0.0741,1,0,"MT-H"
0.4733,1,0,"MT-H"
NA,0,0,"MT-L"
0.3711,1,0,"MT-H"
0.3822,1,0,"MT-H"
0.2047,1,0,"MT-H"
0.2463,0,0,"MT-H"
0.2304,0,0,"MT-H"
0.1713,0,1,NA
0.2144,0,0,NA
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2482,0,1,"MT-L"
0.2171,0,1,"MT-L"
0.181,0,0,"MT-L"
NA,0,0,"MT-L"
0.3674,0,0,"MT-L"
0.3596,0,1,"MT-L"
NA,0,0,"MT-L"
0.1306,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2029,1,0,"MT-L"
NA,0,0,"MT-L"
0.1289,1,0,"MT-H"
0.1604,0,1,"MT-H"
0.1416,1,0,"MT-H"
NA,0,0,"MT-L"
0.088,0,0,"MT-L"
0.1074,1,0,"MT-L"
0.5015,0,0,"MT-L"
0.4891,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3976,1,0,"MT-L"
0.1949,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2855,0,1,"MT-L"
0.0929,0,0,"MT-H"
NA,0,0,"MT-L"
0.4495,0,1,"MT-L"
NA,0,0,"MT-L"
0.1075,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1161,0,1,"MT-L"
0.0241,1,0,"MT-L"
0.2981,0,0,"MT-L"
NA,0,0,"MT-L"
0.5404,0,0,"MT-L"
NA,0,0,"MT-L"
0.2119,0,1,"MT-H"
0.2407,1,0,"MT-H"
NA,0,0,"MT-L"
0.1079,0,1,"MT-L"
NA,0,0,"MT-L"
0.3434,0,1,"MT-L"
0.1708,0,0,"MT-L"
0.1512,1,0,"MT-H"
0.0214,0,0,"MT-L"
0.4819,1,0,"MT-L"
NA,0,0,"MT-L"
0.263,0,0,"MT-L"
0.6873,1,0,"MT-L"
0.5209,0,0,"MT-L"
0.0861,0,0,"MT-L"
0.0347,1,0,"MT-L"
0.1596,0,0,"MT-L"
0.207,0,1,"MT-L"
0.17,0,1,"MT-L htmb"
0.199,0,1,"MT-L htmb"
0.172,0,0,"MT-L htmb"
0.1086,0,0,"MT-L htmb"
0.1098,0,0,"MT-L"
0.3105,0,1,"MT-H"
0.5455,1,0,"MT-L"
0.1249,1,0,"MT-L"
0.1807,1,0,"MT-L"
0.1867,0,0,"MT-L"
0.6102,0,0,"MT-H"
0.5906,0,0,"MT-L"
0.1367,1,0,"MT-H"
0.1064,1,0,"MT-H"
0.1102,1,0,"MT-H"
NA,0,0,"MT-L htmb"
0.5122,1,0,"MT-L"
0.2845,0,0,"MT-H"
0.2061,1,0,"MT-H"
0.0701,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2985,1,0,"MT-L"
0.2592,1,0,"MT-L"
0.1084,1,0,"MT-H"
0.2819,0,0,"MT-L"
0.3616,0,0,"MT-L"
NA,0,0,"MT-L"
0.3141,0,0,"MT-L"
0.335,0,0,"MT-L"
0.4368,0,0,"MT-L"
0.3315,0,1,"MT-L"
0.1326,0,1,"MT-L"
NA,0,0,"MT-L"
0.302,0,0,"MT-H"
NA,0,0,"MT-L"
0.2951,1,0,"MT-H"
0.2284,1,0,"MT-H"
0.2593,1,0,"MT-H"
0.1893,0,1,"MT-L"
0.161,0,0,"MT-L"
0.1296,1,0,"MT-L"
0.0742,0,0,"MT-L htmb"
0.1886,1,0,"MT-L htmb"
0.2695,0,1,"MT-L"
NA,0,0,"MT-L"
0.0941,0,0,"MT-L"
NA,0,0,"MT-L"
0.7848,0,0,"MT-L"
0.7737,1,0,"MT-L"
NA,0,0,"MT-L"
0.2646,0,0,"MT-L htmb"
0.0105,0,1,"MT-L htmb"
NA,0,0,"MT-L"
0.1405,1,0,"MT-H"
0.1345,1,0,"MT-H"
NA,0,0,"MT-L"
0.1907,0,1,"MT-L htmb"
0.3192,0,0,"MT-L"
NA,0,0,"MT-L"
0.347,0,0,"MT-L"
0.7045,0,0,"MT-L"
0.1955,1,0,"MT-L"
NA,0,0,"MT-L"
0.1253,0,0,"MT-H"
0.1779,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4897,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3392,0,1,"MT-H"
0.3163,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1872,0,0,"MT-L htmb"
0.6667,0,1,"MT-L"
NA,0,0,"MT-L"
0.1696,0,1,"MT-L"
0.2806,0,1,"MT-H"
0.2547,1,0,"MT-H"
0.1246,1,0,"MT-H"
0.1185,0,0,"MT-L"
0.2147,1,0,"MT-L"
0.3279,0,0,"MT-L"
0.4903,0,1,"MT-L"
0.4816,1,0,"MT-H"
0.2689,1,0,"MT-L"
0.5475,0,1,"MT-L"
0.0612,1,0,"MT-L"
0.3492,0,1,"MT-L"
0.6818,1,0,"MT-L"
0.4072,0,0,"MT-L"
0.3846,0,0,"MT-L"
0.2122,1,0,"MT-H"
0.2644,0,1,"MT-H"
NA,0,0,"MT-L"
0.2922,0,0,"MT-L"
0.1436,0,0,"MT-H"
0.4192,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2868,0,1,"MT-L"
NA,0,0,"MT-L"
0.0722,0,0,"MT-L"
0.102,0,0,"MT-L"
0.0198,0,1,"MT-L"
0.2216,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1702,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3599,0,1,"MT-L"
NA,0,0,"MT-L"
0.1277,0,0,"MT-L"
0.1785,1,0,"MT-H"
0.1992,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4508,0,0,"MT-L"
0.3669,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.165,0,1,"MT-L"
NA,0,0,"MT-L"
0.2827,0,0,"MT-L"
0.1565,0,0,"MT-L"
0.0697,0,1,"MT-L"
0.1825,0,0,"MT-L"
NA,0,0,"MT-L"
0.2201,1,0,"MT-H"
0.2131,1,0,"MT-H"
NA,0,0,"MT-L"
0.5543,0,1,"MT-L"
0.4886,0,1,"MT-L"
NA,0,0,"MT-L"
0.2687,1,0,"MT-H"
0.3316,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1487,0,0,"MT-L"
NA,0,0,"MT-L"
0.2639,1,0,"MT-H"
0.0809,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2981,0,0,"MT-H"
0.268,0,1,"MT-L"
0.2806,0,1,"MT-L htmb"
0.1856,0,0,"MT-L htmb"
0.3404,0,1,"MT-L htmb"
0.1204,0,0,"MT-L"
0.2654,1,0,"MT-L"
0.2635,0,1,"MT-L"
0.3099,0,1,"MT-H"
0.2031,1,0,"MT-L"
0.3246,0,0,"MT-L"
0.1116,0,0,"MT-L"
0.3899,0,1,"MT-L"
NA,0,0,"MT-L"
0.3161,0,1,"MT-L"
0.1667,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3891,1,0,"MT-L"
0.1195,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1257,1,0,"MT-L"
0.5005,0,0,"MT-L"
0.4167,0,1,"MT-L"
NA,0,0,"MT-L"
0.5185,0,0,"MT-L"
0.2902,1,0,"MT-L htmb"
0.2871,1,0,"MT-L htmb"
0.3752,1,0,"MT-H"
NA,0,0,"MT-L"
0.3693,0,0,"MT-L"
0.351,0,1,"MT-L"
0.2842,0,1,"MT-L"
0.3935,0,0,"MT-L"
0.4621,0,1,"MT-L"
0.2515,1,0,"MT-L"
0.1491,1,0,"MT-L"
NA,0,0,"MT-L"
0.0726,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4502,1,0,"MT-L htmb"
0.4189,0,0,"MT-L htmb"
0.4346,1,0,"MT-L htmb"
0.6028,0,1,"MT-L"
0.2415,0,1,"MT-L htmb"
0.2991,0,0,"MT-L htmb"
NA,0,0,"MT-L"
0.4509,0,1,"MT-L"
NA,0,0,"MT-L"
0.3039,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.181,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3043,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1384,1,0,"MT-H"
0.0129,1,0,"MT-H"
0.2085,1,0,"MT-H"
0.1078,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1646,0,1,"MT-L"
0.1577,0,1,"MT-L"
0.3937,0,0,"MT-L"
0.3504,0,0,"MT-L"
0.3504,0,0,"MT-L"
NA,0,0,"MT-L"
0.1802,0,0,"MT-L"
NA,0,0,"MT-L"
0.0415,1,0,"MT-H"
0.0108,0,1,"MT-L"
0.34,1,0,"MT-L"
0.1412,1,0,"MT-H"
0.1129,1,0,"MT-H"
0.1265,0,1,"MT-H"
0.4027,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0296,0,0,"MT-L"
0.3043,0,0,"MT-L"
NA,0,0,"MT-L"
0.5875,0,0,"MT-L"
0.1954,0,0,"MT-L"
0.1357,1,0,"MT-L"
0.0954,0,1,"MT-L htmb"
0.1117,1,0,"MT-L htmb"
0.0586,0,1,"MT-L htmb"
0.0616,0,0,"MT-H"
NA,0,0,"MT-L"
0.1451,1,0,"MT-L"
0.8588,0,1,"MT-L"
NA,0,0,"MT-L"
0.3347,1,0,"MT-L htmb"
0.3516,1,0,"MT-L htmb"
0.0642,0,0,"MT-L"
NA,0,0,"MT-L"
0.1437,0,0,"MT-L"
0.102,0,0,"MT-L"
0.2611,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0647,1,0,"MT-L"
0.034,0,1,"MT-L"
0.5146,0,0,"MT-L"
0.0533,0,0,"MT-L"
0.2021,0,0,"MT-L"
0.2353,0,1,"MT-L"
0.1213,0,1,"MT-H"
0.1139,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.5168,1,0,"MT-L"
0.3887,0,0,"MT-L"
NA,0,0,"MT-L"
0.1411,0,0,"MT-H"
0.1325,0,1,"MT-H"
NA,0,0,"MT-L"
0.3966,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3027,0,1,"MT-L"
0.5107,0,1,"MT-H"
0.4816,0,0,"MT-L"
0.2317,1,0,"MT-L"
0.2388,1,0,"MT-L"
0.1304,0,0,"MT-L"
0.3263,1,0,"MT-L"
NA,0,0,"MT-L"
0.1134,0,0,"MT-L"
0.3619,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.6682,0,0,"MT-L"
0.6263,0,0,"MT-L"
NA,0,0,"MT-L"
0.4844,0,1,"MT-L"
0.351,0,0,"MT-L"
0.8428,0,0,"MT-L"
0.3465,1,0,"MT-L"
0.2626,0,1,"MT-L"
NA,0,0,"MT-L"
0.4126,0,0,"MT-L htmb"
0.4192,1,0,"MT-L htmb"
0.0653,1,0,"MT-L"
0.1728,0,1,"MT-L"
0.1896,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1839,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3716,0,0,"MT-L"
0.1605,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4352,1,0,"MT-L"
0.4282,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1597,0,1,"MT-L"
0.2518,0,0,"MT-L"
0.3312,1,0,"MT-H"
NA,0,0,"MT-L"
0.1029,1,0,"MT-L"
0.363,1,0,"MT-L"
NA,0,0,"MT-L"
0.1496,0,0,"MT-L"
0.1482,0,0,"MT-L"
0.1089,0,0,"MT-L"
0.2456,0,0,"MT-L"
0.285,0,0,"MT-L"
NA,0,0,"MT-L"
0.2308,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.5249,0,0,"MT-L"
0.0154,0,1,"MT-L"
0.4287,0,1,"MT-H"
0.3333,1,0,"MT-L"
0.8206,0,0,"MT-L"
0.1213,0,1,"MT-L"
0.0331,1,0,"MT-L"
NA,0,0,"MT-L"
0.3534,0,0,"MT-H"
0.2432,1,0,"MT-H"
0.241,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.155,0,0,"MT-H"
0.6102,0,1,"MT-L"
0.3573,1,0,"MT-L"
0.3444,0,0,"MT-H"
0.3156,0,1,"MT-H"
NA,0,0,"MT-L"
0.2461,0,0,"MT-H"
0.2725,1,0,"MT-H"
NA,0,0,"MT-L"
0.5723,0,1,"MT-L"
0.1691,1,0,"MT-H"
0.1542,1,0,"MT-H"
NA,0,0,"MT-L"
0.4542,0,0,"MT-L"
0.2529,0,0,"MT-H"
0.8305,0,0,"MT-H"
0.425,0,0,"MT-L"
0.5441,1,0,"MT-L"
0.8089,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2873,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.505,0,0,"MT-L"
0.4324,0,0,"MT-L"
0.0743,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0861,1,0,"MT-L"
NA,0,0,"MT-L"
0.2483,0,0,"MT-L"
0.7578,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1042,0,0,"MT-L"
NA,0,0,"MT-L"
0.3529,1,0,"MT-L"
NA,0,0,"MT-L"
0.2672,0,1,"MT-L"
NA,0,0,"MT-L"
0.1343,1,0,"MT-L"
NA,0,0,"MT-L"
0.2074,1,0,"MT-L"
0.5202,0,0,"MT-H"
0.3349,0,1,"MT-H"
0.1627,0,0,"MT-H"
NA,0,0,"MT-L"
0.0405,0,0,"MT-L"
0.1578,0,0,"MT-L"
NA,0,0,"MT-L"
0.7072,0,0,"MT-L"
0.2184,0,0,"MT-L"
0.081,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2412,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.277,0,1,"MT-H"
0.2339,0,1,"MT-H"
NA,0,0,"MT-L"
0.1384,0,0,"MT-H"
NA,0,0,"MT-L"
0.3745,1,0,"MT-H"
0.4882,0,1,"MT-H"
NA,0,0,"MT-L"
0.2022,1,0,"MT-L"
0.2482,0,0,"MT-L"
NA,0,0,"MT-L"
0.3474,0,1,"MT-L"
0.8473,1,0,"MT-L"
0.2859,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0327,1,0,"MT-H"
0.167,1,0,"MT-H"
0.1277,0,0,"MT-H"
0.1983,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2184,0,1,"MT-L"
0.2832,0,0,"MT-L"
NA,0,0,"MT-L"
0.1512,0,0,"MT-H"
0.1536,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3672,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0755,0,0,"MT-L"
0.1685,1,0,"MT-H"
0.187,1,0,"MT-H"
0.3924,1,0,"MT-L"
0.2996,1,0,"MT-L"
0.1899,1,0,"MT-L"
NA,0,0,"MT-L"
0.0484,0,0,"MT-L"
0.0909,0,1,"MT-L"
0.2945,0,0,"MT-H"
0.265,1,0,"MT-H"
0.3873,0,1,"MT-L"
0.2706,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0878,1,0,"MT-H"
0.3454,0,0,"MT-L"
0.311,0,0,"MT-L"
0.1856,0,0,"MT-L"
NA,0,0,"MT-L"
0.4918,0,0,"MT-L"
NA,0,0,"MT-L"
0.0114,1,0,"MT-L"
0.5694,0,1,"MT-L"
0.137,1,0,"MT-L"
NA,0,0,"MT-L"
0.1607,1,0,"MT-H"
0.0919,0,1,"MT-H"
NA,0,0,"MT-L"
0.2521,1,0,"MT-H"
NA,0,0,"MT-L"
0.2135,0,1,"MT-L"
NA,0,0,"MT-L"
0.08,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.32,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,NA
0.2,0,1,NA
0.18,0,0,NA
0.41,0,0,"MT-L"
0.45,0,1,"MT-L"
0.25,1,0,"MT-L"
0.05,1,0,NA
0.45,0,0,"MT-H"
0.58,1,0,"MT-H"
0.28,0,1,"MT-L"
0.06,1,0,NA
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.23,0,0,"MT-L"
0.36,1,0,"MT-L"
0.14,1,0,"MT-L"
NA,0,0,"MT-L"
0.03,0,0,"MT-L"
0.07,0,1,"MT-L"
0.53,0,0,"MT-L"
0.51,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.17,0,0,"MT-L"
NA,0,0,"MT-L"
0.11,1,0,"MT-L"
0.31,0,1,"MT-L"
0.03,0,1,"MT-L"
0.3,1,0,"MT-L"
0.06,0,1,"MT-L"
NA,0,0,"MT-L"
0.51,1,0,"MT-H"
0.08,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.19,1,0,"MT-H"
0.19,1,0,"MT-H"
0.15,0,0,"MT-L"
0.57,0,1,"MT-L"
0.12,1,0,"MT-H"
0.26,0,0,"MT-L"
0.32,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,1,0,"MT-L"
0.09,1,0,"MT-L"
0.32,0,0,"MT-L"
NA,0,0,"MT-L"
0.15,1,0,"MT-H"
0.12,1,0,"MT-H"
0.34,1,0,"MT-L"
0.52,0,1,"MT-L"
NA,0,0,"MT-L"
0.25,0,0,"MT-L"
0.65,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.12,0,0,"MT-L"
0.12,0,0,"MT-L"
0.09,1,0,"MT-H"
0.48,0,0,"MT-L"
0.76,0,1,"MT-L"
0.23,0,0,"MT-L"
NA,0,0,"MT-L"
0.34,0,0,"MT-L"
0.39,0,0,"MT-L"
0.25,0,0,"MT-L"
0.36,0,1,"MT-L"
0.26,1,0,"MT-L"
NA,0,0,"MT-L"
0.08,0,0,"MT-H"
0.29,1,0,"MT-L"
0.26,1,0,"MT-H"
0.27,0,0,"MT-H"
NA,0,0,"MT-L"
0.06,0,1,"MT-L"
0.06,0,1,"MT-L"
NA,0,0,"MT-L"
0.03,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,1,0,"MT-L"
0.24,0,0,"MT-L"
0.07,0,0,"MT-L"
0.13,1,0,"MT-L"
0.19,1,0,"MT-H"
0.2,1,0,"MT-H"
0.34,1,0,"MT-L"
0.23,1,0,"MT-L"
0.09,0,0,"MT-L"
0.24,0,0,"MT-H"
NA,0,0,"MT-L"
0.28,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,0,0,"MT-L"
0.49,1,0,"MT-L"
0.72,0,0,"MT-L"
0.39,0,0,"MT-L"
0.41,0,1,"MT-L"
0.27,0,0,"MT-L"
0.32,0,1,"MT-L"
0.06,1,0,"MT-L"
0.39,0,1,"MT-L"
0.02,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.15,0,1,"MT-L"
0.26,1,0,"MT-L"
0.19,0,0,"MT-L"
0.12,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,0,0,"MT-H"
0.28,1,0,"MT-L"
0.14,0,0,"MT-H"
0.12,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.6,1,0,"MT-L"
0.31,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,1,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,"MT-H"
0.25,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1,0,0,"MT-L"
0.09,1,0,"MT-L"
0.03,0,1,"MT-L"
0.22,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.19,0,1,"MT-L"
NA,0,0,"MT-L"
0.13,0,0,"MT-L"
0.11,0,0,"MT-H"
NA,0,0,"MT-L"
0.41,0,0,"MT-L"
0.43,0,0,"MT-L"
NA,0,0,"MT-L"
0.26,0,0,"MT-L"
0.1,0,0,"MT-L"
0.1,1,0,"MT-H"
0.36,0,0,"MT-L"
0.09,0,1,"MT-L"
0.11,0,0,"MT-L"
0.2,1,0,"MT-H"
0.36,0,0,"MT-L"
0.12,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.21,1,0,"MT-L"
0.3,0,1,"MT-L"
NA,0,0,"MT-L"
0.32,0,0,"MT-L"
0.39,0,0,"MT-L"
0.84,0,1,"MT-L"
0.03,0,0,"MT-L"
0.24,0,1,"MT-H"
0.26,0,1,"MT-H"
0.18,1,0,"MT-H"
0.24,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,1,0,"MT-L"
0.15,0,0,"MT-L"
0.13,1,0,"MT-L"
0.41,0,1,"MT-L"
0.4,0,0,NA
0.41,0,1,NA
0.38,0,0,NA
NA,0,0,"MT-L"
0.06,0,0,NA
0.13,0,0,NA
0.03,0,1,NA
NA,0,0,"MT-L"
0.13,0,1,NA
0.14,0,1,NA
0.1,0,0,"MT-L"
0.69,0,0,"MT-L"
0.37,0,0,"MT-L"
0.5,0,0,"MT-L"
0.41,1,0,"MT-H"
0.53,0,0,"MT-L"
0.46,0,1,"MT-L"
0.02,0,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.18,0,0,"MT-H"
0.16,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.44,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.78,0,0,"MT-L"
0.27,0,0,"MT-L"
0.11,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,0,0,"MT-L"
0.14,0,0,"MT-L"
NA,0,0,"MT-L"
0.62,0,0,"MT-L"
0.64,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.18,0,0,"MT-L"
0.41,1,0,"MT-L"
NA,0,0,"MT-L"
0.2,0,0,"MT-L"
0.5,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.25,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.48,1,0,"MT-L"
0.39,0,0,"MT-L"
0.21,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.51,1,0,"MT-L"
0.26,0,1,"MT-L"
0.28,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.75,0,0,"MT-L"
0.05,0,0,"MT-L"
0.45,0,1,"MT-L"
0.32,0,0,"MT-L"
0.03,1,0,"MT-L"
0.66,0,1,"MT-L"
0.13,0,0,"MT-H"
0.1,1,0,"MT-H"
0.09,1,0,"MT-L"
0.51,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.39,0,0,"MT-L"
0.28,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.05,1,0,"MT-H"
0.12,0,0,"MT-H"
NA,0,0,"MT-L"
0.23,0,1,"MT-L"
NA,0,0,"MT-L"
0.43,0,1,NA
0.4,0,1,NA
0.12,0,0,"MT-L"
0.11,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3,0,0,"MT-L"
NA,0,0,"MT-L"
0.11,0,0,"MT-L"
0.13,1,0,"MT-H"
0.11,1,0,"MT-H"
0.13,0,0,"MT-H"
NA,0,0,"MT-L"
0.3,0,0,"MT-L"
NA,0,0,"MT-L"
0.47,0,1,"MT-L"
NA,0,0,"MT-L"
0.06,0,1,"MT-L"
0.08,0,1,"MT-H"
0.08,1,0,"MT-H"
0.04,1,0,"MT-L"
0.61,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.13,0,1,"MT-L htmb"
0.03,0,1,"MT-L htmb"
0.13,0,0,"MT-L htmb"
0.12,0,1,"MT-L htmb"
0.07,0,1,"MT-L htmb"
NA,0,0,"MT-L"
0.25,0,1,"MT-L htmb"
0.25,0,0,"MT-L htmb"
0.16,0,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.34,0,0,"MT-L"
0.14,1,0,"MT-H"
0.15,1,0,"MT-H"
NA,0,0,"MT-L"
0.04,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.09,1,0,"MT-H"
NA,0,0,"MT-H"
0.45,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.06,1,0,"MT-L"
0.67,1,0,"MT-L"
NA,0,0,"MT-L"
0.38,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.33,0,1,"MT-L htmb"
0.05,1,0,"MT-L htmb"
0.19,1,0,"MT-H"
0.19,1,0,"MT-H"
0.28,0,0,"MT-L"
NA,0,0,"MT-L"
0.21,0,0,"MT-L"
0.44,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.48,0,0,"MT-L"
0.82,1,0,"MT-L"
0.21,1,0,"MT-L"
0.26,1,0,"MT-H"
0.31,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.43,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.33,0,1,"MT-L"
