"alleleFreq_SV","htsp_trunc","htsp_point","Assigned"
NA,0,0,"MT-L"
0.2317,1,0,"MT-L"
0.4178,0,0,"MT-L"
0.3848,0,1,"MT-L htmb"
0.0495,0,1,"MT-H"
NA,0,0,"MT-L"
0.5568,0,0,"MT-L"
0.1925,1,0,"MT-H"
0.1628,1,0,"MT-H"
0.5433,0,1,"MT-L"
NA,0,0,"MT-L"
0.1606,1,0,"MT-H"
0.2154,0,1,"MT-H"
0.0174,0,0,"MT-L"
0.1909,0,1,"MT-L"
0.3754,1,0,"MT-L"
NA,0,0,"MT-L"
0.2193,0,1,"MT-L"
0.1295,0,0,"MT-L"
0.1099,0,0,"MT-L htmb"
NA,0,0,"MT-L"
0.1672,0,0,"MT-L"
NA,0,0,"MT-L"
0.1722,0,1,"MT-L"
NA,0,0,"MT-L"
0.235,0,1,"MT-L"
0.0812,0,1,"MT-L"
0.1641,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L htmb"
NA,0,0,"MT-L"
0.2441,0,1,"MT-L"
0.1627,0,0,"MT-L"
0.3962,1,0,"MT-L"
NA,0,0,"MT-L"
0.1473,0,0,"MT-L"
0.5739,0,0,"MT-L"
0.2654,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1019,0,0,"MT-L"
0.1455,1,0,"MT-L"
0.3521,0,0,"MT-L"
0.5813,0,1,"MT-L"
0.4665,0,0,"MT-L"
NA,0,0,"MT-L"
0.1178,0,1,"MT-L"
0.0927,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4669,0,0,"MT-L"
0.2496,0,0,"MT-L htmb"
0.2241,0,0,"MT-L htmb"
0.0148,1,0,"MT-L htmb"
NA,0,0,"MT-L"
0.5305,0,0,"MT-L"
0.185,0,0,"MT-L"
NA,0,0,"MT-L"
0.3297,0,0,"MT-L"
NA,0,0,"MT-L"
0.0177,0,0,"MT-H"
0.1381,1,0,"MT-L"
NA,0,0,"MT-L"
0.1083,0,1,"MT-L htmb"
0.1039,0,0,"MT-L htmb"
0.464,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4332,0,1,"MT-L"
0.286,1,0,"MT-H"
0.2867,0,1,"MT-H"
0.1123,1,0,"MT-L"
0.3654,0,0,"MT-L"
0.4782,0,0,"MT-L"
0.6189,0,0,"MT-L"
0.5787,0,0,"MT-L"
0.0816,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0655,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1504,1,0,"MT-L"
NA,0,0,"MT-L"
0.235,1,0,"MT-L"
NA,0,0,"MT-L"
0.1911,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3396,0,0,"MT-L"
0.4491,0,0,"MT-L"
NA,0,0,"MT-L"
0.244,1,0,"MT-L htmb"
0.2559,1,0,"MT-L htmb"
NA,0,0,"MT-L"
0.1367,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.389,1,0,"MT-L"
NA,0,0,"MT-L"
0.1835,1,0,"MT-H"
0.1958,0,1,"MT-H"
0.186,1,0,"MT-L"
NA,0,0,"MT-L"
0.1485,0,0,"MT-H"
0.1519,0,0,"MT-H"
NA,0,0,"MT-L"
0.3219,0,0,"MT-H"
NA,0,0,"MT-L"
0.014,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0386,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2788,1,0,"MT-L"
0.4044,0,1,"MT-L"
0.6083,0,0,"MT-H"
0.3766,0,0,"MT-L"
0.119,0,1,"MT-L"
0.2124,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.6244,0,0,"MT-L"
NA,0,0,"MT-L"
0.2968,1,0,"MT-L"
0.1432,0,0,"MT-H"
0.196,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2841,0,0,"MT-L htmb"
0.2002,1,0,"MT-L"
0.4511,1,0,"MT-L htmb"
0.4074,0,0,"MT-L htmb"
0.4665,0,1,"MT-L htmb"
0.0164,0,1,"MT-L htmb"
0.1691,0,1,"MT-L"
0.2296,1,0,"MT-H"
0.4363,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2196,0,0,"MT-L"
0.4088,1,0,"MT-L"
0.4863,0,0,"MT-L"
0.0894,1,0,"MT-L"
0.1673,1,0,"MT-H"
0.1937,0,0,"MT-H"
0.1859,0,0,"MT-H"
0.1716,0,1,"MT-L htmb"
0.1444,0,1,"MT-L htmb"
0.0407,0,0,"MT-L htmb"
0.0651,0,0,"MT-L htmb"
0.0759,0,0,"MT-L"
0.1602,1,0,"MT-H"
0.1603,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0841,1,0,"MT-H"
0.0411,0,1,"MT-H"
0.4699,0,0,"MT-L"
NA,0,0,"MT-L"
0.3327,0,0,"MT-H"
0.4032,0,1,"MT-L"
0.0741,0,1,"MT-L"
0.0373,0,1,"MT-L"
NA,0,0,"MT-L"
0.1394,1,0,"MT-L"
0.2401,0,0,"MT-L"
0.2957,0,0,"MT-L"
NA,0,0,"MT-L"
0.1918,0,1,"MT-L"
0.1694,0,1,"MT-H"
0.2174,1,0,"MT-H"
0.1624,0,0,"MT-L"
0.1054,1,0,"MT-H"
0.4881,0,0,"MT-L"
NA,0,0,"MT-L"
0.2672,0,0,"MT-L htmb"
0.6483,0,1,"MT-L"
0.3036,0,1,"MT-L"
0.2148,1,0,"MT-L"
0.6444,1,0,"MT-H"
0.195,0,0,"MT-H"
0.3657,1,0,"MT-L"
0.3229,0,0,"MT-L"
NA,0,0,"MT-L"
0.3683,0,0,"MT-L"
0.2943,1,0,"MT-L"
0.8609,0,0,"MT-L"
0.2594,1,0,"MT-L"
0.525,0,0,"MT-L"
0.6334,1,0,"MT-L"
NA,0,0,"MT-L"
0.1942,0,0,"MT-L"
0.2226,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3945,0,0,"MT-L"
0.1193,0,1,"MT-H"
0.1405,0,1,"MT-L"
0.2504,1,0,"MT-H"
0.3123,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2065,0,1,"MT-H"
0.1672,1,0,"MT-H"
0.226,1,0,"MT-H"
0.23,0,0,"MT-H"
0.5628,1,0,"MT-L"
0.3307,0,1,"MT-L htmb"
0.3298,0,0,"MT-L htmb"
0.0665,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4869,0,1,"MT-L"
0.1651,0,0,"MT-L"
0.1224,0,0,"MT-L"
0.1464,0,0,"MT-L"
0.162,0,0,"MT-L"
0.2704,1,0,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4635,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0198,0,1,"MT-L"
0.3652,0,1,"MT-H"
NA,0,0,"MT-L"
0.3017,1,0,"MT-H"
0.3492,0,1,"MT-H"
0.1096,0,1,"MT-L"
NA,0,0,"MT-L"
0.5357,0,1,"MT-L"
0.1134,1,0,"MT-L"
0.2237,0,1,"MT-L"
0.3903,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2837,1,0,"MT-L"
NA,0,0,"MT-L"
0.1029,0,0,"MT-L"
NA,0,0,"MT-L"
0.2739,0,1,"MT-H"
0.2211,1,0,"MT-L"
0.2062,0,0,"MT-L"
NA,0,0,"MT-L"
0.5816,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2152,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1809,1,0,"MT-H"
0.2191,1,0,"MT-H"
0.2015,1,0,"MT-H"
0.272,0,1,"MT-L"
NA,0,0,"MT-L"
0.201,0,0,"MT-L"
NA,0,0,"MT-L"
0.1108,1,0,"MT-L"
0.043,0,1,"MT-L"
0.0629,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.209,0,0,"MT-L"
0.1012,0,0,"MT-L"
0.6547,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1391,0,0,"MT-L"
NA,0,0,"MT-L"
0.3569,0,0,"MT-L"
0.2448,1,0,"MT-L"
0.1496,0,0,"MT-L"
0.4297,1,0,"MT-L"
0.3345,1,0,"MT-L"
0.1489,1,0,"MT-L"
0.1331,0,0,"MT-L"
0.2357,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1021,0,0,"MT-L"
NA,0,0,"MT-L"
0.3826,0,0,"MT-L"
0.2613,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4796,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.213,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1538,0,0,"MT-L"
0.1732,0,0,"MT-L"
0.0758,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1668,0,0,"MT-L"
0.2042,1,0,"MT-H"
0.1449,1,0,"MT-H"
0.5455,1,0,"MT-H"
0.1834,0,0,"MT-L"
NA,0,0,"MT-L"
0.369,0,0,"MT-L"
0.3727,0,0,"MT-L"
0.2477,0,0,"MT-H"
NA,0,0,"MT-L"
0.0576,0,0,"MT-L"
NA,0,0,"MT-L"
0.1486,0,0,"MT-H"
NA,0,0,"MT-L"
0.1,1,0,"MT-L"
0.19,0,0,"MT-H"
0.0694,0,1,"MT-H"
NA,0,0,"MT-L"
0.5054,0,0,"MT-L"
0.1683,0,0,"MT-H"
NA,0,0,"MT-L"
0.2658,0,0,"MT-L"
0.122,0,0,"MT-L"
0.181,0,0,"MT-L htmb"
0.2308,0,1,"MT-L htmb"
0.2417,0,0,"MT-L htmb"
0.0147,0,1,"MT-L htmb"
0.4591,0,1,"MT-L"
0.4398,0,1,"MT-L"
NA,0,0,"MT-L"
0.3022,1,0,"MT-L"
0.1008,0,0,"MT-L"
0.2232,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0716,0,1,"MT-L htmb"
0.3656,1,0,"MT-L htmb"
0.3018,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0905,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2047,1,0,"MT-H"
0.2337,1,0,"MT-H"
NA,0,0,"MT-L"
0.2471,0,1,"MT-L"
0.0906,0,0,"MT-L htmb"
0.0944,1,0,"MT-L htmb"
0.1378,0,0,"MT-H"
0.1472,1,0,"MT-H"
NA,0,0,"MT-L"
0.392,0,0,"MT-L"
NA,0,0,"MT-L"
0.0115,0,0,"MT-L"
0.0638,0,0,"MT-L"
0.119,0,0,"MT-L"
0.3358,0,1,"MT-L"
0.3454,0,0,"MT-L"
0.1197,0,0,"MT-L"
NA,0,0,"MT-L"
0.0906,0,1,"MT-L"
0.1042,1,0,"MT-L"
0.6601,0,0,"MT-L"
0.2519,0,0,"MT-H"
0.3146,1,0,"MT-L"
0.0127,0,1,"MT-L htmb"
0.0978,0,0,"MT-L"
NA,0,0,"MT-L"
0.2062,0,0,"MT-L"
NA,0,0,"MT-L"
0.2723,0,0,"MT-L"
0.0243,0,1,"MT-L"
NA,0,0,"MT-L"
0.3924,1,0,"MT-L htmb"
0.3704,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0331,0,0,"MT-L"
NA,0,0,"MT-L"
0.5079,1,0,"MT-L"
NA,0,0,"MT-L"
0.0808,0,1,"MT-L"
0.2,1,0,"MT-L"
0.7291,0,0,"MT-L"
0.2638,0,0,"MT-L"
0.7292,1,0,"MT-L"
0.2019,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.11,0,0,"MT-H"
0.1121,1,0,"MT-H"
NA,0,0,"MT-L"
0.1683,0,1,"MT-H"
0.1552,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0952,1,0,"MT-H"
0.2823,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4811,0,0,"MT-L"
0.144,0,1,"MT-L"
NA,0,0,"MT-L"
0.1513,1,0,"MT-H"
0.084,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.012,0,0,"MT-L"
0.1506,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0956,0,0,"MT-L"
0.0971,0,0,"MT-L"
0.309,0,1,"MT-L"
0.2068,0,0,"MT-L"
NA,0,0,"MT-L"
0.3288,0,1,"MT-L"
0.0878,0,1,"MT-L"
NA,0,0,"MT-L"
0.0591,0,0,"MT-L"
0.0226,0,1,"MT-L"
0.0508,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.7074,0,1,"MT-L"
NA,0,0,"MT-L"
0.1893,0,0,"MT-L"
0.4934,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3613,0,0,"MT-L"
NA,0,0,"MT-L"
0.2315,1,0,"MT-L"
0.2896,1,0,"MT-L"
0.1776,0,0,"MT-L"
0.0831,0,1,"MT-L"
0.4338,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1298,1,0,"MT-H"
0.0947,0,0,"MT-H"
0.3561,0,0,"MT-L"
0.3546,1,0,"MT-L"
0.0156,0,1,"MT-H"
0.2646,0,0,"MT-H"
NA,0,0,"MT-L"
0.086,0,0,"MT-L"
0.3547,0,1,"MT-H"
NA,0,0,"MT-L"
0.1661,0,0,"MT-H"
0.2064,0,0,"MT-H"
0.1537,1,0,"MT-H"
0.0499,0,1,"MT-L"
0.2645,0,0,"MT-H"
0.2179,1,0,"MT-H"
0.1449,0,0,"MT-L"
0.1064,0,0,"MT-L"
0.0669,0,0,"MT-H"
NA,0,0,"MT-L"
0.1818,0,1,"MT-L"
0.4818,1,0,"MT-L"
0.1156,0,0,"MT-H"
0.08,0,1,"MT-H"
0.2226,0,0,"MT-L"
0.2184,0,1,"MT-L"
0.2086,0,1,"MT-L"
NA,0,0,"MT-L"
0.1327,0,0,"MT-L"
NA,0,0,"MT-L"
0.1387,0,0,"MT-L"
0.3078,0,0,"MT-L"
NA,0,0,"MT-L"
0.4414,0,0,"MT-L htmb"
0.0302,0,0,"MT-L"
NA,0,0,"MT-L"
0.5011,0,0,"MT-L"
0.3865,0,0,"MT-L"
NA,0,0,"MT-L"
0.3172,1,0,"MT-L"
0.0554,0,0,"MT-L"
0.314,0,0,"MT-L"
0.6229,0,0,"MT-L"
0.1565,1,0,"MT-L"
0.728,1,0,"MT-L"
NA,0,0,"MT-L"
0.1229,0,0,"MT-H"
0.1161,1,0,"MT-H"
0.2605,1,0,"MT-H"
0.2127,1,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4532,0,0,"MT-L"
0.4376,0,1,"MT-L"
0.2338,0,1,"MT-L"
0.0952,1,0,"MT-L"
0.086,0,0,"MT-L"
0.2562,0,1,"MT-L"
NA,0,0,"MT-L"
0.1055,1,0,"MT-L"
NA,0,0,"MT-L"
0.8618,0,1,"MT-L"
0.3552,0,1,"MT-L"
0.3672,0,0,"MT-L"
0.4347,0,1,"MT-L"
0.2905,0,0,"MT-L"
0.2982,0,0,"MT-L"
0.0138,0,1,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1891,1,0,"MT-L"
0.1276,1,0,"MT-L"
0.1276,1,0,"MT-L"
0.0515,1,0,"MT-L"
0.0515,1,0,"MT-L"
0.4675,0,0,"MT-L"
0.2341,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3688,0,0,"MT-L"
0.0635,1,0,"MT-L"
0.0988,0,0,"MT-L"
0.1022,0,0,"MT-L"
0.1711,0,0,"MT-L"
NA,0,0,"MT-L"
0.2545,0,1,"MT-L htmb"
0.2709,0,1,"MT-L htmb"
0.1048,0,0,"MT-L"
0.0977,0,0,"MT-L"
0.55,0,0,"MT-L"
0.4109,1,0,"MT-L"
0.1931,0,0,"MT-L"
NA,0,0,"MT-L"
0.2993,0,1,"MT-L"
0.0978,0,1,"MT-H"
0.2884,1,0,"MT-H"
NA,0,0,"MT-L"
0.3911,0,0,"MT-L"
0.2389,0,0,"MT-L"
0.6298,0,0,"MT-L"
0.2392,0,0,"MT-L"
0.2056,0,1,"MT-L"
0.3908,1,0,"MT-H"
0.1373,0,0,"MT-L"
0.15,0,1,"MT-L"
0.1562,0,0,"MT-L"
0.3087,1,0,"MT-L"
0.1369,1,0,"MT-H"
0.3166,0,0,"MT-L htmb"
0.5027,0,1,"MT-L"
NA,0,0,"MT-L"
0.389,0,1,"MT-L"
0.1749,0,0,"MT-L"
0.5637,1,0,"MT-H"
NA,0,0,"MT-L"
0.6971,0,1,"MT-L"
NA,0,0,"MT-L"
0.6052,0,1,"MT-L"
0.2035,0,0,"MT-L"
0.0863,0,0,"MT-H"
0.2044,0,1,"MT-H"
0.2805,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.6115,1,0,"MT-L"
0.3242,1,0,"MT-L"
0.2507,0,0,"MT-L"
NA,0,0,"MT-L"
0.5273,0,0,"MT-L"
0.1579,1,0,"MT-H"
0.173,0,1,"MT-H"
0.3965,0,0,"MT-L"
0.3228,1,0,"MT-H"
0.3222,1,0,"MT-H"
NA,0,0,"MT-L"
0.1912,1,0,"MT-H"
0.1931,1,0,"MT-H"
NA,0,0,"MT-L"
0.1136,1,0,"MT-L"
0.2141,0,1,"MT-H"
0.1675,1,0,"MT-H"
NA,0,0,"MT-L"
0.1449,0,0,"MT-L"
NA,0,0,"MT-L"
0.1549,0,0,"MT-L"
0.1418,0,0,"MT-L"
0.1773,0,0,"MT-L"
0.2539,0,0,"MT-L"
0.3015,0,0,"MT-H"
NA,0,0,"MT-L"
0.0959,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.138,1,0,"MT-H"
0.2068,0,1,"MT-H"
NA,0,0,"MT-L"
0.2957,1,0,"MT-L"
0.6469,0,1,"MT-L"
NA,0,0,"MT-L"
0.0959,1,0,"MT-H"
0.1063,1,0,"MT-H"
0.0234,0,1,"MT-L"
0.0849,0,0,"MT-L"
NA,0,0,"MT-L"
0.2359,0,1,"MT-L"
0.5351,0,0,"MT-L"
0.2056,1,0,"MT-L"
0.0288,0,0,"MT-H"
NA,0,0,"MT-L"
0.392,1,0,"MT-H"
NA,0,0,"MT-L"
0.3384,0,0,"MT-L"
0.0646,0,0,"MT-L"
0.4774,0,0,"MT-L"
0.1245,0,1,"MT-L"
0.0294,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.325,0,1,"MT-L"
0.3699,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.201,1,0,"MT-L htmb"
0.1806,0,1,"MT-L htmb"
NA,0,0,"MT-L"
0.3528,0,0,"MT-L"
0.4894,0,1,"MT-H"
0.2491,0,0,"MT-L"
NA,0,0,"MT-L"
0.2575,0,1,"MT-L htmb"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.2877,0,0,"MT-L"
0.6816,0,0,"MT-L htmb"
0.2881,0,0,"MT-L"
NA,0,0,"MT-L"
0.5383,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.3246,0,1,"MT-L"
NA,0,0,"MT-L"
0.3971,0,0,"MT-L"
0.1806,0,0,"MT-L"
0.3449,0,1,"MT-L"
NA,0,0,"MT-L"
0.339,1,0,"MT-L"
0.0519,0,1,"MT-L"
NA,0,0,"MT-L"
0.0812,0,1,"MT-L"
0.5037,0,0,"MT-L"
0.1108,0,0,"MT-L"
NA,0,0,"MT-L"
0.181,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1475,1,0,"MT-L"
0.2523,0,0,"MT-L"
NA,0,0,"MT-L"
0.0526,0,0,"MT-H"
0.0851,1,0,"MT-H"
0.1182,1,0,"MT-H"
0.222,1,0,"MT-L"
0.0858,0,0,"MT-L"
NA,0,0,"MT-L"
0.0925,0,0,"MT-L"
NA,0,0,"MT-L"
0.1141,0,1,"MT-H"
0.0209,0,0,"MT-L"
NA,0,0,"MT-L"
0.0519,0,0,"MT-H"
0.3724,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0805,0,1,"MT-L"
0.1769,0,1,"MT-L"
NA,0,0,"MT-L"
0.4409,0,1,"MT-L"
0.0623,0,1,"MT-L"
0.0572,0,1,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.1733,1,0,"MT-L"
NA,0,0,"MT-L"
0.0957,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.4145,0,1,"MT-L"
NA,0,0,"MT-L"
0.6478,0,1,"MT-L"
NA,0,0,"MT-L"
0.2214,0,1,"MT-H"
0.2195,0,0,"MT-H"
0.1992,1,0,"MT-H"
0.1245,1,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.7049,0,1,"MT-L htmb"
0.0173,1,0,"MT-L htmb"
NA,0,0,"MT-L"
0.2565,1,0,"MT-L"
NA,0,0,"MT-L"
0.8614,1,0,"MT-L"
0.1332,1,0,"MT-H"
0.1355,1,0,"MT-H"
0.0092,0,1,"MT-L"
0.3684,0,0,"MT-L"
0.3008,1,0,"MT-L"
0.3316,0,1,"MT-L"
0.1058,0,1,"MT-L"
0.4401,0,0,"MT-L"
0.2428,0,1,"MT-L"
NA,0,0,"MT-L"
0.224,1,0,"MT-H"
0.2067,1,0,"MT-H"
0.0771,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.0192,0,1,"MT-H"
NA,0,0,"MT-L"
0.0123,0,0,"MT-L"
0.2676,1,0,"MT-H"
0.0398,0,0,"MT-L"
0.2198,1,0,"MT-H"
0.0999,0,0,"MT-L"
0.2928,0,0,"MT-H"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
0.319,0,1,"MT-L"
0.3812,0,1,"MT-L"
0.0174,0,0,"MT-L"
NA,0,0,"MT-L"
NA,0,0,"MT-L"
